Date,Issuer,Coupon,Maturity,Spread,Curr,Outst,Book Mgr,Note,Identifier
01/24,ROYAL BK CANADA,VAR,01/30/23,,USD,50,RBCCM-sole,GMTN,ZP691161 Corp
01/24,INTL FIN CORP,1.590,01/29/21,,USD,100,WFS-sole,GMTN,ZP690632 Corp
01/23,CHS/COMMUNITY,6.625,02/15/25,+505.7,USD,1.46B,JOINT LEADS,5C CONT 144A,ZP661868 Corp
01/23,LAMAR MEDIA CORP,4.000,02/15/30,+226,USD,400,JOINT LEADS,10C CONT,ZP664284 Corp
01/23,LAMAR MEDIA CORP,3.750,02/15/28,+206,USD,600,JOINT LEADS,8C CONT 144A,ZP664252 Corp
01/23,GARDA SECURITY,4.625,02/15/27,+298,USD,450,JOINT LEADS,7C CONT 144A,ZP665364 Corp
01/23,NAVIENT CORP,5.000,03/15/27,+335,USD,700,JOINT LEADS,7C CONT,ZP667635 Corp
01/23,GOLDMAN SACHS GP,VAR,PERPETUAL,,USD,350,GS,0C CONT S,ZP680823 Corp
01/23,CSN ISLANDS XI,6.750,01/28/28,,USD,1000,JOINT LEADS,8C CONT 144A,ZP663546 Corp
01/23,ADAMS HOMES INC,7.500,02/15/25,+595,USD,225,"BofA,WFS",5C CONT 144A,ZP614442 Corp
01/23,YMCA OF GNY,3.330,08/01/34,,USD,1.34,JPM-sole,2020,ZP669638 Corp
01/23,YMCA OF GNY,3.280,08/01/33,,USD,1.29,JPM-sole,2020,ZP669505 Corp
01/23,ST THOMAS,5.073,10/01/50,+290,USD,12.14,JPM-sole,31C CONT,ZP636573 Corp
01/23,WESTPAC BANKING,VAR,02/04/30,+135,USD,1.5B,JOINT LEADS,10C CONT,ZP657324 Corp
01/23,CAPITAL ONE BANK,VAR,01/28/26,+73,USD,750,,6C CONT,ZP665856 Corp
01/23,ST THOMAS,5.573,10/01/59,+340,USD,6,JPM-sole,40C CONT,ZP636715 Corp
01/23,CAPITAL ONE BANK,VAR,01/27/23,+50,USD,1.25B,,3C CONT,ZP665854 Corp
01/23,ST THOMAS,5.323,10/01/59,+315,USD,11.96,JPM-sole,MWC 02/03/20,ZP681001 Corp
01/23,DOMINICAN REPUBL,5.875,01/30/60,,USD,1.5B,"BNPPAR,JPM",144A 98.86,ZP662001 Corp
01/23,DOMINICAN REPUBL,4.500,01/30/30,,USD,1000,"BNPPAR,JPM",144A 99.205,ZP661995 Corp
01/23,ST THOMAS,5.173,10/01/40,+300,USD,4.11,JPM-sole,21C CONT,ZP636524 Corp
01/23,ST THOMAS,4.224,10/01/30,+250,USD,0.56,JPM-sole,2020,ZP634350 Corp
01/23,ENGIE ENERGIA,3.400,01/28/30,+175,USD,500,JOINT LEADS,10C CONT,ZP663923 Corp
01/23,ST THOMAS,4.124,10/01/29,+240,USD,0.54,JPM-sole,2020,ZP634153 Corp
01/23,HARTFORD HLTHCAR,3.447,07/01/54,,USD,368.12,"CITI,JPM",01/29/20,ZP680987 Corp
01/23,ST THOMAS,4.574,10/01/33,+285,USD,0.64,JPM-sole,14C CONT,ZP635948 Corp
01/23,ST THOMAS,3.974,10/01/28,+225,USD,0.52,JPM-sole,2020,ZP633551 Corp
01/23,ST THOMAS,4.474,10/01/32,+275,USD,0.61,JPM-sole,13C CONT,ZP635632 Corp
01/23,ST THOMAS,4.724,10/01/35,+300,USD,0.71,JPM-sole,16C CONT,ZP636340 Corp
01/23,ST THOMAS,4.674,10/01/34,+295,USD,0.67,JPM-sole,15C CONT,ZP636086 Corp
01/23,ST THOMAS,3.792,10/01/27,+215,USD,0.5,JPM-sole,2020,ZP632872 Corp
01/23,ST THOMAS,4.374,10/01/31,+265,USD,0.59,JPM-sole,12C CONT,ZP635193 Corp
01/23,ST THOMAS,3.642,10/01/26,+200,USD,0.48,JPM-sole,2020,ZP624254 Corp
01/23,ICAHN ENTER/FIN,4.750,09/15/24,,USD,1.91,,INCREASE,ZR446638 Corp
01/23,BANCOLOMBIA,3.000,01/29/25,+160,USD,950,"CITI,JPM",5C CONT,ZP665349 Corp
01/23,YMCA OF GNY,3.090,08/01/30,,USD,1.18,JPM-sole,2020,ZP668621 Corp
01/23,YMCA OF GNY,3.160,08/01/31,,USD,1.22,JPM-sole,2020,ZP668703 Corp
01/23,YMCA OF GNY,3.230,08/01/32,,USD,1.25,JPM-sole,2020,ZP669197 Corp
01/23,FREDDIE MAC,1.625,01/28/22,,USD,30,JOINT LEADS,2-NC6MO BERM,ZP680960 Corp
01/23,YMCA OF GNY,3.060,08/01/29,,USD,1.14,JPM-sole,29 01/30/20,ZP668524 Corp
01/23,YMCA OF GNY,3.010,08/01/28,,USD,1.11,JPM-sole,28 01/30/20,ZP668440 Corp
01/23,YMCA OF GNY,2.510,08/01/23,,USD,0.98,JPM-sole,2020,ZP667689 Corp
01/23,YMCA OF GNY,2.870,08/01/27,,USD,1.08,JPM-sole,27 01/30/20,ZP667928 Corp
01/23,YMCA OF GNY,2.400,08/01/22,,USD,0.95,JPM-sole,2020,ZP667631 Corp
01/23,YMCA OF GNY,2.810,08/01/26,,USD,1.05,JPM-sole,26 01/30/20,ZP667862 Corp
01/23,YMCA OF GNY,2.260,08/01/21,,USD,2.67,JPM-sole,2020,ZP667571 Corp
01/23,YMCA OF GNY,2.630,08/01/25,,USD,1.02,JPM,2020,ZP667825 Corp
01/23,YMCA OF GNY,2.600,08/01/24,,USD,1,JPM-sole,2020,ZP667732 Corp
01/23,FED FARM CREDIT,1.550,01/28/22,,USD,630,JPM-sole,2-NC,ZP680931 Corp
01/23,YMCA OF GNY,2.210,08/01/20,,USD,2.9,JPM-sole,2020,ZP667375 Corp
01/23,YMCA OF GNY,3.380,08/01/35,,USD,1.38,JPM-sole,2020,ZP669687 Corp
01/23,YMCA OF GNY,3.730,08/01/42,,USD,11.16,JPM-sole,2020,ZP669871 Corp
01/23,FREDDIE MAC,1.750,01/27/23,,USD,0,"INCAP,FCS",3-NC3MO BERM,ZP680921 Corp
01/23,VITALITY RE XI,FRN,01/09/24,,USD,140,GS-sole,A 01/30/20,ZP680813 Corp
01/23,VITALITY RE XI,FRN,01/09/24,,USD,60,GS-sole,B 01/30/20,ZP680834 Corp
01/23,JOHNS HOP HEALTH,2.420,01/01/30,+70,USD,100,"GS,WFS",10C CONT,ZP646611 Corp
01/23,FED FARM CREDIT,1.625,04/29/22,,USD,0,"FHN,JPM,MS",2.25-NC3MCON,ZP680754 Corp
01/23,FED FARM CREDIT,1.540,02/03/22,,USD,95,JOINT LEADS,2-NC1 CONT,ZP680747 Corp
01/23,FED FARM CREDIT,1.600,02/04/22,,USD,0,JOINT LEADS,2-NC3MO CONT,ZP680745 Corp
01/23,ALTICE FRANCE,6.000,02/15/28,+432,USD,1.23B,JOINT LEADS,8C CONT 144a,ZP638621 Corp
01/23,FED FARM CREDIT,2.350,02/05/29,,USD,15,JOINT LEADS,9-NC1 CONT,ZP680062 Corp
01/23,FED FARM CREDIT,2.430,02/04/30,,USD,25,"FHN,JPM,MS",10-NC1 CONT,ZP680041 Corp
01/23,BLUEHUB LOAN FD,3.099,01/01/30,+137.5,USD,56.25,MS-sole,10C CONT,ZP479868 Corp
01/23,BLUEHUB LOAN FD,2.890,01/01/27,+125,USD,18.75,MS,7C CONT 2020,ZP479860 Corp
01/23,FARMER MAC,2.380,01/30/32,,USD,15,"INCAP,VS",12-NC3 1X,ZP673079 Corp
01/23,FARMER MAC,2.470,01/29/30,,USD,15,CF-sole,10-NC1 BERM,ZP673008 Corp
01/23,FED HOME LN BANK,2.860,01/30/35,,USD,50,WFS-sole,15-NC6MOCONT,ZP672690 Corp
01/23,FED HOME LN BANK,2.050,02/19/27,,USD,60,FHN-sole,7-NC1 CONT,ZP672640 Corp
01/23,FED HOME LN BANK,2.420,02/19/30,,USD,30,"FHN,JPM,MS",10-NC1 CONT,ZP672554 Corp
01/23,FED HOME LN BANK,1.640,02/10/23,,USD,80,NOM-sole,3-NC1 CONT,ZP672431 Corp
01/23,FREDDIE MAC,1.750,01/29/24,,USD,25,"AP,FTSEC",4-NC6MO BERM,ZP670116 Corp
01/23,BOFA FINANCE LLC,0.125,09/01/22,,USD,300,BofAML-sole,MTN 01/27/20,ZP666681 Corp
01/23,FREDDIE MAC,1.650,01/30/23,,USD,25,FHN-sole,3-NC6MO BERM,ZP666102 Corp
01/22,BAYTEX ENERGY,8.750,04/01/27,+706,USD,500,JOINT LEADS,7C CONT 144A,ZP614878 Corp
01/22,CHILE,3.500,01/25/50,+95,USD,2.32B,JOINT LEADS,INCREASE,AZ191357 Corp
01/22,CHILE,2.550,01/27/32,+80,USD,750,JOINT LEADS,12C CONT,ZP631688 Corp
01/22,ALBERTSONS COS,4.875,02/15/30,+312,USD,1000,JOINT LEADS,10C CONT,ZP614164 Corp
01/22,ALBERTSONS COS,3.500,02/15/23,+198,USD,750,JOINT LEADS,3C CONT 144A,ZP614158 Corp
01/22,ALBERTSONS COS,4.625,01/15/27,+278,USD,1.35B,JOINT LEADS,INCREASE,ZQ526007 Corp
01/22,VICI PROPERTIES,4.125,08/15/30,+239,USD,1000,JOINT LEADS,11C CONT,ZP609628 Corp
01/22,VICI PROPERTIES,3.500,02/15/25,+192,USD,750,JOINT LEADS,5C CONT 144A,ZP609621 Corp
01/22,VICI PROPERTIES,3.750,02/15/27,+207,USD,750,JOINT LEADS,7C CONT 144A,ZP609625 Corp
01/22,ALIMEN COUCHE,3.800,01/25/50,+160,USD,750,JOINT LEADS,30C CONT,ZP634376 Corp
01/22,ALIMEN COUCHE,2.950,01/25/30,+120,USD,750,JOINT LEADS,10C CONT,ZP634351 Corp
01/22,AMERICAN MEDICAL,1.876,10/01/21,+35,USD,5.2,BCLY,21 01/29/20,ZP653207 Corp
01/22,AMERICAN MEDICAL,1.926,10/01/22,+40,USD,5.3,BCLY,22 01/29/20,ZP653211 Corp
01/22,AMERICAN MEDICAL,1.826,10/01/20,+30,USD,5.11,BCLY,2020,ZP653205 Corp
01/22,AMERICAN MEDICAL,2.485,10/01/27,+80,USD,5.92,BCLY,2020,ZP653224 Corp
01/22,AMERICAN MEDICAL,2.385,10/01/26,+70,USD,5.78,BCLY,2020,ZP653223 Corp
01/22,AMERICAN MEDICAL,2.273,10/01/25,+70,USD,5.65,BCLY,25 01/29/20,ZP653222 Corp
01/22,AMERICAN MEDICAL,2.667,10/01/29,+90,USD,6.23,BCLY,2020,ZP653226 Corp
01/22,AMERICAN MEDICAL,2.123,10/01/24,+55,USD,5.53,BCLY,24 01/29/20,ZP653217 Corp
01/22,AMERICAN MEDICAL,2.567,10/01/28,+80,USD,6.07,BCLY,2020,ZP653225 Corp
01/22,AMERICAN MEDICAL,2.027,10/01/23,+50,USD,5.41,BCLY,2020,ZP653214 Corp
01/22,AMERICAN MEDICAL,3.317,10/01/41,+110,USD,50.53,BCLY,2020,ZP653230 Corp
01/22,AMERICAN MEDICAL,3.017,10/01/35,+125,USD,35.15,BCLY,2020,ZP653228 Corp
01/22,AMERICAN MEDICAL,2.767,10/01/30,+100,USD,6.4,BCLY,2020,ZP653227 Corp
01/22,BANCO BRADES CI,3.200,01/27/25,+162.3,USD,800,JOINT LEADS,144A,ZP630863 Corp
01/22,BANCO BRADES CI,2.850,01/27/23,+132,USD,800,JOINT LEADS,144A,ZP630849 Corp
01/22,CREDIT BANK OF M,4.700,01/29/25,+312.7,USD,581,JOINT LEADS,144A,ZP626131 Corp
01/22,NATL RURAL UTIL,2.400,03/15/30,+68,USD,500,JOINT LEADS,10C CONT,ZP633200 Corp
01/22,PARTNERS HEALTH,3.342,07/01/60,+112,USD,647.74,"JEFF,JPM",40C CONT,ZP645470 Corp
01/22,TORONTO DOM BANK,FRN,01/27/23,,USD,1000,JOINT LEADS,MTN 01/27/20,ZP636746 Corp
01/22,SABLE INTL FIN,5.750,09/07/27,+344,USD,550,JOINT LEADS,INCREASE,ZS001674 Corp
01/22,PARTNERS HEALTH,3.192,07/01/49,+97,USD,369.4,"JEFF,JPM",29C CONT,ZP645151 Corp
01/22,ADOBE INC,2.300,02/01/30,+57,USD,1.3B,JOINT LEADS,10C CONT,ZP631250 Corp
01/22,ADOBE INC,2.150,02/01/27,+47,USD,850,JOINT LEADS,7C CONT,ZP631237 Corp
01/22,ADOBE INC,1.900,02/01/25,+37,USD,500,JOINT LEADS,5C CONT,ZP631234 Corp
01/22,ADOBE INC,1.700,02/01/23,+22,USD,500,JOINT LEADS,02/03/20,ZP631222 Corp
01/22,CITIGROUP INC,VAR,01/29/31,+90,USD,2.25B,CITI,11C BERM,ZP629831 Corp
01/22,NATL RURAL UTIL,1.750,01/21/22,+27,USD,500,"PNC,USB",MTN 02/05/20,ZP632989 Corp
01/22,STENA INTERNATIO,6.125,02/01/25,+454,USD,350,"CITI,JPM",5C CONT 144a,ZP645345 Corp
01/22,FED HOME LN BANK,2.500,01/30/30,,USD,48,FHN-sole,10-NC6MO INC,ZP618442 Corp
01/22,FREDDIE MAC,1.875,01/29/25,,USD,25,JOINT LEADS,5-NC1 BERM,ZP650073 Corp
01/22,EUROPEAN INVT BK,FRN,01/30/23,,USD,1000,JOINT LEADS,144A,ZP612480 Corp
01/22,FED FARM CREDIT,2.760,02/03/50,,USD,10,"BNYM,MS",30-NC,ZP645617 Corp
01/22,FED FARM CREDIT,2.700,01/30/45,,USD,10,"BNYM,MS",25-NC,ZP644958 Corp
01/22,FREDDIE MAC,1.750,01/27/23,,USD,25,"INCAP,FCS",3-NC6MO BERM,ZP643790 Corp
01/22,JOHNS HOP HEALTH,3.837,05/15/46,,USD,690.91,"GS,WFS",INCREASE,AL118024 Corp
01/22,FED FARM CREDIT,2.430,01/29/37,,USD,20,CITI-sole,17-NC,ZP642813 Corp
01/22,FED HOME LN BANK,2.370,01/28/30,,USD,30,WFS-sole,10-NC2 CONT,ZP641871 Corp
01/22,FED FARM CREDIT,1.730,05/04/23,,USD,0,JOINT LEADS,3.25-NC3MCON,ZP641722 Corp
01/22,FED FARM CREDIT,2.050,02/03/28,,USD,25,"FHN,JPM,MS",8-NC3 CONT,ZP641711 Corp
01/22,FED HOME LN BANK,2.250,01/30/30,,USD,6,WFS-sole,10-NC3 CONT,ZP641535 Corp
01/22,FARMER MAC,1.820,01/29/24,,USD,13,"HILLTO,MTBK",4-NC1 BERINC,ZP638181 Corp
01/22,FED HOME LN BANK,2.230,01/29/27,,USD,0,"AP,BB&T,JVB",7-NC3MO CONT,ZP640318 Corp
01/22,FED HOME LN BANK,2.100,01/29/27,,USD,65,FHN-sole,7-NC1 CONT,ZP640177 Corp
01/22,FREDDIE MAC,1.820,10/24/23,,USD,0,"PIPR,WFS",3.75-NC3MBER,ZP637292 Corp
01/22,FREDDIE MAC,1.650,04/27/22,,USD,0,"BNYM,WFS",2.25-NC3MBER,ZP636753 Corp
01/22,FREDDIE MAC,1.700,10/27/22,,USD,25,JOINT LEADS,2.75-NC6MBER,ZP636714 Corp
01/22,FREDDIE MAC,1.750,01/29/25,,USD,25,FHN-sole,5-NC6MO BERM,ZP636044 Corp
01/22,FREDDIE MAC,1.800,01/29/24,,USD,50,JOINT LEADS,4-NC1 BERM,ZP635435 Corp
01/22,FREDDIE MAC,1.800,01/29/24,,USD,25,FHN-sole,4-NC1 BERM,ZP634968 Corp
01/22,BANK OF MONTREAL,2.000,01/24/23,,USD,60,BofA-sole,3C 3MBERM,ZP291452 Corp
01/22,NED WATERSCHAPBK,1.875,04/14/22,,USD,1.95B,SCOTIA,INCREASE,EK849236 Corp
01/21,COLOMBIA REP OF,3.000,01/30/30,+135,USD,1.54B,JOINT LEADS,10C CONT,ZP613658 Corp
01/21,COLOMBIA REP OF,5.200,05/15/49,+215,USD,1.8B,JOINT LEADS,INCREASE,AW891851 Corp
01/21,PETROLEOS MEXICA,6.950,01/28/60,+470.9,USD,3.8B,JOINT LEADS,40C CONT,ZP613206 Corp
01/21,TELFONICA CELUAR,5.875,04/15/27,,USD,550,JOINT LEADS,INCREASE,AX919391 Corp
01/21,BANK OF NY MELLO,2.100,10/24/24,+57,USD,1000,JOINT LEADS,INCREASE,ZQ181575 Corp
01/21,SAUDI INT BOND,2.500,02/03/27,+85,USD,1.25B,JOINT LEADS,144A 99.745,ZP609281 Corp
01/21,SAUDI INT BOND,2.750,02/03/32,+110,USD,1000,JOINT LEADS,144A 98.729,ZP609284 Corp
01/21,PETROLEOS MEXICA,5.950,01/28/31,+417,USD,3.8B,JOINT LEADS,11C CONT,ZP613185 Corp
01/21,SAUDI INT BOND,3.750,01/21/55,+160.2,USD,2.75B,JOINT LEADS,144A 98.276,ZP609287 Corp
01/21,COTTAGE HEALTH,3.304,11/01/49,+107,USD,500,"JPM,MS",30C CONT,ZP618990 Corp
01/21,BANK OF NY MELLO,1.850,01/27/23,+35,USD,750,JOINT LEADS,3C CONT MTN,ZP611638 Corp
01/21,HOLLY PAR/FIN,5.000,02/01/28,+323,USD,500,JOINT LEADS,8C CONT 144A,ZP609726 Corp
01/21,CAN IMPERIAL BK,2.250,01/28/25,+68,USD,1000,JOINT LEADS,01/28/20,ZP613612 Corp
01/21,BANK OF AMER CRP,VAR,PERPETUAL,,USD,1.1B,BofA,0C CONT MM,ZP623567 Corp
01/21,NATIONWIDE BLDG,2.000,01/27/23,+52,USD,1000,JOINT LEADS,144A 99.855,ZP613527 Corp
01/21,STATE STREET CRP,2.400,01/24/30,+68,USD,750,"CITI,DB,GS",01/24/20,ZP611806 Corp
01/21,TARGET CORP,2.350,02/15/30,+60,USD,750,JOINT LEADS,10C CONT,ZP613142 Corp
01/21,WASTE CONNECTION,2.600,02/01/30,+83,USD,600,JOINT LEADS,10C CONT,ZP612760 Corp
01/21,FED FARM CREDIT,2.020,01/28/26,,USD,237,JOINT LEADS,6-NC1 CONT,ZP623718 Corp
01/21,ARDSHININVESTBK,6.500,01/28/25,+491.7,USD,300,"CITI,RENFIN",144A,ZP623665 Corp
01/21,INTERAMER DEV BK,1.600,01/30/23,,USD,50,WFS-sole,GMTN,ZP623653 Corp
01/21,RENEW POWER,5.875,03/05/27,,USD,450,JOINT LEADS,7C CONT 144A,ZP605227 Corp
01/21,FED HOME LN BANK,2.125,12/14/29,,USD,370,JPM-sole,INCREASE,ZQ595681 Corp
01/21,FED FARM CREDIT,1.750,01/28/26,,USD,110,HSBC-sole,6-NC,ZP623566 Corp
01/21,FED FARM CREDIT,2.180,07/28/26,,USD,0,JOINT LEADS,6.5-NC3MCONT,ZP623551 Corp
01/21,FED FARM CREDIT,FRN,10/27/21,,USD,200,HSBC-sole,01/27/20,ZP619384 Corp
01/21,FED FARM CREDIT,1.620,10/13/21,,USD,0,JOINT LEADS,1.75-NC3MINC,ZP255547 Corp
01/21,FED FARM CREDIT,1.620,04/22/21,,USD,620,"JPM,MS",1.25-NC6MINC,ZP503221 Corp
01/21,FED HOME LN BANK,2.650,01/28/32,,USD,25,FHN-sole,12-NC6MOCONT,ZP618512 Corp
01/21,FED HOME LN BANK,3.000,01/27/40,,USD,0,TDSEC-sole,20-NC3MOCONT,ZP618511 Corp
01/21,FED HOME LN BANK,2.800,01/29/35,,USD,50,NOM-sole,15-NC1 CONT,ZP618465 Corp
01/21,FED HOME LN BANK,1.760,01/29/24,,USD,60,JOINT LEADS,4-NC1 CONT,ZP618336 Corp
01/21,BANK OF MONTREAL,2.400,01/23/26,,USD,5,BofA-sole,6C 6MBERM,ZP271437 Corp
01/17,LAKEVIEW PTT,7.000,10/15/61,,USD,1,MSRW-sole,B 01/23/20,ZP561879 Corp
01/17,STRATOSPHERE RE,FRN,02/07/23,,USD,100,GS-sole,A 02/01/20,ZP585555 Corp
01/17,FREDDIE MAC,1.800,01/29/25,,USD,15,MTBK-sole,5-NC6MO BERM,ZP585159 Corp
01/17,FARMER MAC,2.300,01/22/30,,USD,15,"CF,RJA,WFS",10-NC5   INC,ZP492782 Corp
01/17,FREDDIE MAC,1.770,07/27/23,,USD,25,"FCS,SUN",3.5-NC1 BERM,ZP585077 Corp
01/17,FED HOME LN BANK,1.940,01/28/25,,USD,100,WFS-sole,5-NC1 CONT,ZP579726 Corp
01/17,FREDDIE MAC,2.000,12/23/24,,USD,0,JOINT LEADS,5-NC3MO BERM,ZP582447 Corp
01/17,FED HOME LN BANK,2.830,01/24/35,,USD,30,WFS-sole,15-NC2 CONT,ZP580158 Corp
01/17,FED HOME LN BANK,2.400,01/24/30,,USD,15,FHN-sole,10-NC2 CONT,ZP580035 Corp
01/17,FANNIE MAE,1.700,01/27/23,,USD,100,BCLY-sole,3-NC1 BERM,ZP579832 Corp
01/17,FREDDIE MAC,1.850,10/23/23,,USD,0,"PIPR,WFS",3.75-NC3MBER,ZP575327 Corp
01/17,INT BK RECON&DEV,1.750,01/27/23,,USD,300,BofA-sole,3C BERM GDIF,ZP561846 Corp
01/16,PRIME SEC/FIN,6.250,01/15/28,+448,USD,1.3B,BCLY-sole,8C CONT 144A,ZP543483 Corp
01/16,MEG ENERGY CORP,7.125,02/01/27,+540,USD,1.2B,JOINT LEADS,7C CONT 144A,ZP547355 Corp
01/16,CENTURYLINK INC,4.000,02/15/27,+227,USD,1.25B,JOINT LEADS,7C CONT 144A,ZP547803 Corp
01/16,ORTHO-CLINICAL,7.250,02/01/28,+549,USD,675,JOINT LEADS,144A,ZP561880 Corp
01/16,ITAU UNIBANCO/KY,2.900,01/24/23,,USD,1000,JOINT LEADS,144A,ZP547262 Corp
01/16,ITAU UNIBANCO/KY,3.250,01/24/25,,USD,500,JOINT LEADS,144A,ZP547280 Corp
01/16,BUFFALO ST HOUS,3.100,11/01/34,,USD,1.99,RWB,2020,ZP469742 Corp
01/16,BUFFALO ST HOUS,3.150,11/01/35,,USD,2.05,RWB,2020,ZP562036 Corp
01/16,BUFFALO ST HOUS,3.050,11/01/33,,USD,1.93,RWB,14C CONT 33,ZP469680 Corp
01/16,BUFFALO ST HOUS,3.000,11/01/32,,USD,1.87,RWB,13C CONT 32,ZP469434 Corp
01/16,BUFFALO ST HOUS,3.500,11/01/41,,USD,13.91,RWB,22C CONT,ZP469834 Corp
01/16,GLOBO COMMUN PAR,4.875,01/22/30,+306.9,USD,500,JOINT LEADS,144A,ZP539600 Corp
01/16,BUFFALO ST HOUS,2.800,11/01/30,,USD,1.77,RWB,2020,ZP469239 Corp
01/16,BUFFALO ST HOUS,2.900,11/01/31,,USD,1.82,RWB,2020,ZP469371 Corp
01/16,BUFFALO ST HOUS,2.600,11/01/28,,USD,1.67,RWB,2020,ZP468664 Corp
01/16,BUFFALO ST HOUS,2.700,11/01/29,,USD,1.72,RWB,2020,ZP468735 Corp
01/16,CARGO AIRCRAFT M,4.750,02/01/28,,USD,500,JOINT LEADS,8C CONT 144A,ZP465545 Corp
01/16,BUFFALO ST HOUS,2.370,11/01/25,,USD,1.55,RWB,2020,ZP467070 Corp
01/16,BUFFALO ST HOUS,2.470,11/01/26,,USD,1.59,RWB,2020,ZP467824 Corp
01/16,BUFFALO ST HOUS,2.520,11/01/27,,USD,1.63,RWB,2020,ZP468585 Corp
01/16,BUFFALO ST HOUS,2.200,11/01/23,,USD,1.48,RWB,2020,ZP466965 Corp
01/16,BUFFALO ST HOUS,2.300,11/01/24,,USD,1.52,RWB,2020,ZP467038 Corp
01/16,BUFFALO ST HOUS,2.100,11/01/22,,USD,1.45,RWB,22 01/30/20,ZP464877 Corp
01/16,BUFFALO ST HOUS,2.000,11/01/21,,USD,1.42,RWB,01/30/20,ZP464763 Corp
01/16,BUFFALO ST HOUS,1.900,11/01/20,,USD,1.4,RWB,01/30/20,ZP464578 Corp
01/16,US BANK NA OHIO,FRN,01/21/22,,USD,1.35B,"GS,MS,USB",BKNT,ZP547184 Corp
01/16,US BANK NA OHIO,1.800,01/21/22,+25,USD,900,"GS,MS,USB",2C CONT BKNT,ZP547175 Corp
01/16,US BANK NA OHIO,2.050,01/21/25,+47,USD,1000,"GS,MS,USB",5C CONT BKNT,ZP547195 Corp
01/16,SOCIETE GENERALE,3.000,01/22/30,+125,USD,1.25B,JOINT LEADS,144A 99.538,ZP538954 Corp
01/16,CREDIT SUISSE,VAR,PERPETUAL,+329.3,USD,1000,CS,0C BERM 144A,ZP538958 Corp
01/16,SOCIETE GENERALE,2.625,01/22/25,+105,USD,1.75B,JOINT LEADS,144A 99.8,ZP538904 Corp
01/16,FED FARM CREDIT,1.580,01/13/22,,USD,165,"FHN,JPM,MS",2-NC1 CONINC,ZP291336 Corp
01/16,ROCKIES EXPRESS,3.600,05/15/25,+200,USD,400,JOINT LEADS,5C CONT 144A,ZP548508 Corp
01/16,ROCKIES EXPRESS,4.800,05/15/30,+300,USD,350,JOINT LEADS,10C CONT,ZP548509 Corp
01/16,MORGAN STANLEY,FRN,01/20/23,,USD,2.5B,MS-sole,3C CONT GMTN,ZP554374 Corp
01/16,MORGAN STANLEY,VAR,01/22/31,+90,USD,3.5B,MS-sole,11C CONT,ZP549926 Corp
01/16,FED FARM CREDIT,1.660,01/21/22,,USD,0,JOINT LEADS,2-NC3MO  INC,ZP385417 Corp
01/16,PNC FINANCIAL,2.550,01/22/30,+78,USD,2B,JOINT LEADS,10C CONT,ZP547681 Corp
01/16,OHIO NAT FINAN,5.550,01/24/30,+375,USD,425,JOINT LEADS,10C CONT,ZP553120 Corp
01/16,FREDDIE MAC,1.800,04/21/23,,USD,25,"INCAP,PIPR",3.25-NC6MBER,ZP561883 Corp
01/16,BLACKROCK INC,2.400,04/30/30,+60,USD,1000,JOINT LEADS,10C CONT,ZP546285 Corp
01/16,FED FARM CREDIT,2.000,01/23/25,,USD,0,"FHN,JPM,MS",5-NC3MO CONT,ZP561874 Corp
01/16,FED FARM CREDIT,1.980,01/27/26,,USD,325,JOINT LEADS,6-NC2 CONT,ZP561868 Corp
01/16,PBF HOLDING CO,6.000,02/15/28,+424,USD,1000,JOINT LEADS,8C CONT 144A,ZP518874 Corp
01/16,FED FARM CREDIT,1.690,01/27/23,,USD,25,JOINT LEADS,3-NC1 CONT,ZP561837 Corp
01/16,FED FARM CREDIT,1.640,01/24/23,,USD,325,JOINT LEADS,3-NC2 CONT,ZP561835 Corp
01/16,FED FARM CREDIT,1.970,07/23/24,,USD,0,TDSEC-sole,4.5-NC3MCONT,ZP561833 Corp
01/16,FED FARM CREDIT,1.940,04/23/24,,USD,0,NOM-sole,4.25-NC3MCON,ZP561830 Corp
01/16,BAYAN RESOURCES,6.125,01/24/23,,USD,400,"DB,MS",144A,ZP454081 Corp
01/16,SOCIEDAD QUIMICA,4.250,01/22/50,+200,USD,400,"BofA,JPM",30C CONT,ZP544623 Corp
01/16,MEDCO BELL,6.375,01/30/27,,USD,650,JOINT LEADS,7C CONT,ZP561734 Corp
01/16,FED FARM CREDIT,2.080,01/23/30,,USD,105,DB-sole,10-NC,ZP561723 Corp
01/16,FED FARM CREDIT,2.050,01/23/29,,USD,80,"BNYM,MS,VS",9-NC,ZP561721 Corp
01/16,FED FARM CREDIT,1.600,01/23/23,,USD,365,JOINT LEADS,3-NC,ZP561263 Corp
01/16,FED HOME LN BANK,1.920,01/21/25,,USD,165,JOINT LEADS,5-NC1 BERINC,ZP560540 Corp
01/16,ONTARIO PROVINCE,1.750,01/24/23,,USD,3B,JOINT LEADS,01/24/20,ZP531527 Corp
01/16,FED FARM CREDIT,2.030,01/21/28,,USD,165,JOINT LEADS,8-NC     INC,ZP385241 Corp
01/16,FED HOME LN BANK,1.950,01/23/25,,USD,75,JOINT LEADS,5-NC6MO CONT,ZP553039 Corp
01/16,FED HOME LN BANK,1.920,01/22/25,,USD,50,JOINT LEADS,5-NC1 CONT,ZP552658 Corp
01/16,FED HOME LN BANK,1.700,01/24/24,,USD,40,JOINT LEADS,4-NC2 CONT,ZP552645 Corp
